country,iso3,g_whoregion,year,budget_lab,budget_oth,budget_staff,cf_lab,cf_staff,cf_tot_domestic,cf_tot_gf,cf_tot_grnt,cf_tot_sources,cf_tot_usaid,download_date
Tonga,TON,WPR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Trinidad and Tobago,TTO,AMR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Trinidad and Tobago,TTO,AMR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Trinidad and Tobago,TTO,AMR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Trinidad and Tobago,TTO,AMR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Trinidad and Tobago,TTO,AMR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Tunisia,TUN,EMR,2018,242000,0,680000,242000,680000,1451600,0,0,1451600,0,2023-07-28
Tunisia,TUN,EMR,2019,300000,NA,700000,300000,700000,1674000,0,0,1674000,0,2023-07-28
Tunisia,TUN,EMR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Tunisia,TUN,EMR,2021,185000,0,30000,185000,30000,992000,0,0,992000,0,2023-07-28
Tunisia,TUN,EMR,2022,200000,0,45000,200000,45000,1099500,NA,NA,1099500,NA,2023-07-28
Türkiye,TUR,EUR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Türkiye,TUR,EUR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Türkiye,TUR,EUR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Türkiye,TUR,EUR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Türkiye,TUR,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Turkmenistan,TKM,EUR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Turkmenistan,TKM,EUR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Turkmenistan,TKM,EUR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Turkmenistan,TKM,EUR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Turkmenistan,TKM,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Turks and Caicos Islands,TCA,AMR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Turks and Caicos Islands,TCA,AMR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Turks and Caicos Islands,TCA,AMR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Turks and Caicos Islands,TCA,AMR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Turks and Caicos Islands,TCA,AMR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Tuvalu,TUV,WPR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Tuvalu,TUV,WPR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Tuvalu,TUV,WPR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Tuvalu,TUV,WPR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Tuvalu,TUV,WPR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Uganda,UGA,AFR,2018,4321467,1000000,707000,1321467,600000,30000,5226398,450370,10706768,5000000,2023-07-28
Uganda,UGA,AFR,2019,11426295,880436,800000,6707734,683939,1908108,10376166,504601,22788875,10000000,2023-07-28
Uganda,UGA,AFR,2020,11426295,0,1200000,8815288,1000000,1908108,10000000,3781049,25689157,10000000,2023-07-28
Uganda,UGA,AFR,2021,10426290,800000,1400000,7820288,1000000,4000000,9700000,5985992,29885992,10200000,2023-07-28
Uganda,UGA,AFR,2022,11426295,800000,1400000,7815288,1000000,4000000,10000000,5985992,30985992,11000000,2023-07-28
Ukraine,UKR,EUR,2018,5357827,0,166118,5357827,166118,23459844,12714413,NA,36174257,NA,2023-07-28
Ukraine,UKR,EUR,2019,6284684,20861071,111252,6284684,111252,46958677,7240183,NA,54198860,NA,2023-07-28
Ukraine,UKR,EUR,2020,5030465,109986985,94665,5030465,94665,60168525,14232058,0,74982083,581500,2023-07-28
Ukraine,UKR,EUR,2021,10077913,10067242,94666,10033677,94666,65706167,40611201,0,113121368,6804000,2023-07-28
Ukraine,UKR,EUR,2022,5221000,1878000,70415000,5003000,68762000,113828000,27876000,0,142124000,420000,2023-07-28
United Arab Emirates,ARE,EMR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
United Arab Emirates,ARE,EMR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
United Arab Emirates,ARE,EMR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
United Arab Emirates,ARE,EMR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
United Arab Emirates,ARE,EMR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
United Republic of Tanzania,TZA,AFR,2018,23063598,NA,1436888,3360616,1436888,1766642,16091737,750000,30884332,12275953,2023-07-28
United Republic of Tanzania,TZA,AFR,2019,23063593,NA,1436888,2138195,1436888,2357684,10577886,837503,17470938,3697865,2023-07-28
United Republic of Tanzania,TZA,AFR,2020,15279200,392015,12245734,1631454,11245734,12208599,11268848,1796660,41087720,15813613,2023-07-28
United Republic of Tanzania,TZA,AFR,2021,10549672,3552702,3623940,3739320,2779356,11842341,12930276,500000,33252617,7980000,2023-07-28
United Republic of Tanzania,TZA,AFR,2022,9060130,NA,3664070,4397569,3586862,4197284,15030195,4578298,31805777,8000000,2023-07-28
United States of America,USA,AMR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
United States of America,USA,AMR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
United States of America,USA,AMR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
United States of America,USA,AMR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
United States of America,USA,AMR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Uruguay,URY,AMR,2018,227614,464158,3228428,227614,3228428,4695350,NA,NA,4695350,NA,2023-07-28
Uruguay,URY,AMR,2019,245732,501105,3485411,245732,3485411,5069100,0,0,5069100,0,2023-07-28
Uruguay,URY,AMR,2020,267332,545152,3791778,267332,3791778,5509982,0,0,5509982,0,2023-07-28
Uruguay,URY,AMR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Uruguay,URY,AMR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Uzbekistan,UZB,EUR,2018,1471080,740226,361655,1471080,361655,NA,9845430,291954,11047703,910319,2023-07-28
Uzbekistan,UZB,EUR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Uzbekistan,UZB,EUR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Uzbekistan,UZB,EUR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Uzbekistan,UZB,EUR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Vanuatu,VUT,WPR,2018,2000,20000,210000,2000,210000,114293,180000,20000,314293,0,2023-07-28
Vanuatu,VUT,WPR,2019,2000,0,210000,2000,210000,219869,155031,32361,407261,0,2023-07-28
Vanuatu,VUT,WPR,2020,2000,20000,210000,2000,210000,10576,90326,216391,317293,NA,2023-07-28
Vanuatu,VUT,WPR,2021,0,35435,195605,0,195605,195605,204258,127846,527709,NA,2023-07-28
Vanuatu,VUT,WPR,2022,50,0,154,50,154,129,272,213,614,NA,2023-07-28
Venezuela (Bolivarian Republic of),VEN,AMR,2018,1350000,156000,NA,0,NA,394777,0,0,394777,0,2023-07-28
Venezuela (Bolivarian Republic of),VEN,AMR,2019,1007788,156000,2238,0,2238,559537,0,0,559537,0,2023-07-28
Venezuela (Bolivarian Republic of),VEN,AMR,2020,2300000,200000,21600,885088,21600,136800,1707628,85720,1930148,0,2023-07-28
Venezuela (Bolivarian Republic of),VEN,AMR,2021,1233277,200000,21600,395204,21600,189046,810701,20000,1019747,0,2023-07-28
Venezuela (Bolivarian Republic of),VEN,AMR,2022,719327,0,303376,719327,303376,713376,1165328,351149,2229853,0,2023-07-28
Viet Nam,VNM,WPR,2018,6942607,62619,25501815,1877007,1140656,7917308,17006869,2443092,27367269,NA,2023-07-28
Viet Nam,VNM,WPR,2019,6942607,62619,26501815,1057000,4707816,9803896,15514867,1619840,26938603,NA,2023-07-28
Viet Nam,VNM,WPR,2020,8642607,62619,25501815,924053,1086569,4851064,16897036,1758304,24056404,550000,2023-07-28
Viet Nam,VNM,WPR,2021,31014669,3632188,6994960,5985031,1930066,4972638,26813654,982002,33651888,883594,2023-07-28
Viet Nam,VNM,WPR,2022,31415196,4052596,8128051,3573911,2077065,5560000,23928960,951542,30440502,NA,2023-07-28
Wallis and Futuna Islands,WLF,WPR,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Wallis and Futuna Islands,WLF,WPR,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Wallis and Futuna Islands,WLF,WPR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Wallis and Futuna Islands,WLF,WPR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Wallis and Futuna Islands,WLF,WPR,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-07-28
Yemen,YEM,EMR,2018,885434,469296,1010000,170000,410000,34400,1992569,NA,2026969,NA,2023-07-28
Yemen,YEM,EMR,2019,275207,0,586400,201125,277440,292060,881163,80000,1253223,0,2023-07-28
Yemen,YEM,EMR,2020,429545,0,582000,187682,307440,69430,1377506,0,1446936,0,2023-07-28
Yemen,YEM,EMR,2021,429545,0,582000,187682,376530,69090,1651986,0,1721076,0,2023-07-28
Yemen,YEM,EMR,2022,673531,0,346730,673531,198200,69090,1949248,0,2018338,0,2023-07-28
Zambia,ZMB,AFR,2018,15624861,410000,928340,12124861,618115,10612996,9044576,3612096,30269668,7000000,2023-07-28
Zambia,ZMB,AFR,2019,8624861,410000,718340,6464317,618115,9000000,5475748,3000000,22381207,4905459,2023-07-28
Zambia,ZMB,AFR,2020,8624861,410000,718340,6464317,618115,10583901,22119535,3500000,42108895,5905459,2023-07-28
Zambia,ZMB,AFR,2021,5464317,200000,718340,4000000,718340,11750000,9409575,530000,31334448,9644873,2023-07-28
Zambia,ZMB,AFR,2022,4464317,250000,718340,4000000,718340,15551080,10095759,743816,37205562,10814907,2023-07-28
Zimbabwe,ZWE,AFR,2018,2940555,0,1606895,2042674,1606895,NA,7203690,NA,12803690,5600000,2023-07-28
Zimbabwe,ZWE,AFR,2019,3444798,NA,2222465,3085333,1606894,143204,8517038,80000,12788699,4048457,2023-07-28
Zimbabwe,ZWE,AFR,2020,3058011,0,1900893,2541507,1533424,247705,8300758,337233,10756252,1870556,2023-07-28
Zimbabwe,ZWE,AFR,2021,6529001,2096683,3535698,2401506,3283731,2096683,9803368,911965,16096601,3284585,2023-07-28
Zimbabwe,ZWE,AFR,2022,3557975,0,2242980,1800050,2058819,1000000,9487457,1301355,14847642,3058830,2023-07-28
